head,relation,tail
N4899,연루사건,e1751
N4899,본적주소,addr_경기도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경기도,URI,https://www.wikidata.org/wiki/Q20937
N4900,나이,17세
N4900,죄명,보안법위반
N4900,주문,상고 기각 부대상고에 의한 원판결 파훼 공소 기각
N4900,판결연도,year_1919
N4900,연루사건,e1761
N4900,본적주소,addr_황해도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
황해도,URI,https://www.wikidata.org/wiki/Q698214
N4900,나이,17세
N4900,죄명,소요
N4900,주문,상고 기각 부대상고에 의한 원판결 파훼 공소 기각
N4900,판결연도,year_1919
N4900,연루사건,e1761
N4900,본적주소,addr_황해도
소요,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N4901,나이,27세(4월 19일생)
N4901,죄명,출판법위반
N4901,주문,경성지방법원의 공판에 부침
N4901,판결연도,year_1919
N4901,연루사건,e1754
N4901,본적주소,addr_경성부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4901,나이,27세(4월 19일생)
N4901,죄명,보안법위반
N4901,주문,경성지방법원의 공판에 부침
N4901,판결연도,year_1919
N4901,연루사건,e1754
N4901,본적주소,addr_경성부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4902,나이,20세(2월 24일생)
N4902,죄명,출판법위반
N4902,주문,경성지방법원의 공판에 부침
N4902,판결연도,year_1919
N4902,연루사건,e1751
N4902,본적주소,addr_함경남도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N4902,나이,20세(2월 24일생)
N4902,죄명,보안법위반
N4902,주문,경성지방법원의 공판에 부침
N4902,판결연도,year_1919
N4902,연루사건,e1751
N4902,본적주소,addr_함경남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N4903,나이,22세(2월 22일생)
N4903,죄명,출판법위반
N4903,주문,경성지방법원의 공판에 부침
N4903,판결연도,year_1919
N4903,연루사건,e1764
N4903,본적주소,addr_경성부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4903,나이,22세(2월 22일생)
N4903,죄명,보안법위반
N4903,주문,경성지방법원의 공판에 부침
N4903,판결연도,year_1919
N4903,연루사건,e1764
N4903,본적주소,addr_경성부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4904,나이,22세(11월 11일생)
N4904,죄명,출판법위반
N4904,주문,경성지방법원의 공판에 부침
N4904,판결연도,year_1919
N4904,연루사건,e1759
N4904,본적주소,addr_평안북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N4904,나이,22세(11월 11일생)
N4904,죄명,보안법위반
N4904,주문,경성지방법원의 공판에 부침
N4904,판결연도,year_1919
N4904,연루사건,e1759
N4904,본적주소,addr_평안북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N4905,나이,60세(12월 17일생)
N4905,죄명,출판법위반
N4905,주문,경성지방법원의 공판에 부침
N4905,판결연도,year_1919
N4905,연루사건,e1787
N4905,본적주소,addr_경성부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4905,나이,60세(12월 17일생)
N4905,죄명,보안법위반
N4905,주문,경성지방법원의 공판에 부침
N4905,판결연도,year_1919
N4905,연루사건,e1787
N4905,본적주소,addr_경성부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4906,나이,27세(7월 8일생)
N4906,죄명,출판법위반
N4906,주문,경성지방법원의 공판에 부침
N4906,판결연도,year_1919
N4906,연루사건,e1764
N4906,본적주소,addr_경성부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4906,나이,27세(7월 8일생)
N4906,죄명,보안법위반
N4906,주문,경성지방법원의 공판에 부침
N4906,판결연도,year_1919
N4906,연루사건,e1764
N4906,본적주소,addr_경성부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4907,나이,16세(2월 5일생)
N4907,죄명,출판법위반
N4907,주문,경성지방법원의 공판에 부침
N4907,판결연도,year_1919
N4907,연루사건,e1751
N4907,본적주소,addr_청진부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
청진부,URI,https://www.wikidata.org/wiki/Q109336
N4907,나이,16세(2월 5일생)
N4907,죄명,보안법위반
N4907,주문,경성지방법원의 공판에 부침
N4907,판결연도,year_1919
N4907,연루사건,e1751
N4907,본적주소,addr_청진부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
청진부,URI,https://www.wikidata.org/wiki/Q109336
N4908,나이,30세(1월 27일생)
N4908,죄명,출판법위반
N4908,주문,경성지방법원의 공판에 부침
N4908,판결연도,year_1919
N4908,연루사건,e1751
N4908,본적주소,addr_함경남도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N4908,나이,30세(1월 27일생)
N4908,죄명,보안법위반
N4908,주문,경성지방법원의 공판에 부침
N4908,판결연도,year_1919
N4908,연루사건,e1751
N4908,본적주소,addr_함경남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N4909,나이,21세(4월 15일생)
N4909,죄명,출판법위반
N4909,주문,경성지방법원의 공판에 부침
N4909,판결연도,year_1919
N4909,연루사건,e1751
N4909,본적주소,addr_함경북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
함경북도,URI,https://www.wikidata.org/wiki/Q109361
N4909,나이,21세(4월 15일생)
N4909,죄명,보안법위반
N4909,주문,경성지방법원의 공판에 부침
N4909,판결연도,year_1919
N4909,연루사건,e1751
N4909,본적주소,addr_함경북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경북도,URI,https://www.wikidata.org/wiki/Q109361
N4910,나이,55세(5월 6일생)
N4910,죄명,출판법위반
N4910,주문,경성지방법원의 공판에 부침
N4910,판결연도,year_1919
N4910,연루사건,e1788
N4910,본적주소,addr_함경남도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N4910,나이,55세(5월 6일생)
N4910,죄명,보안법위반
N4910,주문,경성지방법원의 공판에 부침
N4910,판결연도,year_1919
N4910,연루사건,e1788
N4910,본적주소,addr_함경남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N4911,나이,23세(5월 24일생)
N4911,죄명,출판법위반
N4911,주문,경성지방법원의 공판에 부침
N4911,판결연도,year_1919
N4911,연루사건,e1751
N4911,본적주소,addr_경기도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경기도,URI,https://www.wikidata.org/wiki/Q20937
N4911,나이,23세(5월 24일생)
N4911,죄명,보안법위반
N4911,주문,경성지방법원의 공판에 부침
N4911,판결연도,year_1919
N4911,연루사건,e1751
N4911,본적주소,addr_경기도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경기도,URI,https://www.wikidata.org/wiki/Q20937
N4912,나이,18세(7월 2일생)
N4912,죄명,출판법위반
N4912,주문,경성지방법원의 공판에 부침
N4912,판결연도,year_1919
N4912,연루사건,e1751
N4912,본적주소,addr_경성부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4912,나이,18세(7월 2일생)
N4912,죄명,보안법위반
N4912,주문,경성지방법원의 공판에 부침
N4912,판결연도,year_1919
N4912,연루사건,e1751
N4912,본적주소,addr_경성부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4913,나이,41세(6월 1일생)
N4913,죄명,출판법위반
N4913,주문,경성지방법원의 공판에 부침
N4913,판결연도,year_1919
N4913,연루사건,e1789
N4913,본적주소,addr_함경남도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N4913,나이,41세(6월 1일생)
N4913,죄명,보안법위반
N4913,주문,경성지방법원의 공판에 부침
N4913,판결연도,year_1919
N4913,연루사건,e1789
N4913,본적주소,addr_함경남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N4914,나이,23세(3월 20일생)
N4914,죄명,출판법위반
N4914,주문,경성지방법원의 공판에 부침
N4914,판결연도,year_1919
N4914,연루사건,e1751
N4914,본적주소,addr_평안남도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N4914,나이,23세(3월 20일생)
N4914,죄명,보안법위반
N4914,주문,경성지방법원의 공판에 부침
N4914,판결연도,year_1919
N4914,연루사건,e1751
N4914,본적주소,addr_평안남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N4915,나이,54세(2월 16일생)
N4915,죄명,출판법위반
N4915,주문,경성지방법원의 공판에 부침
N4915,판결연도,year_1919
N4915,연루사건,e1771
N4915,본적주소,addr_황해도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
황해도,URI,https://www.wikidata.org/wiki/Q698214
N4915,나이,54세(2월 16일생)
N4915,죄명,보안법위반
N4915,주문,경성지방법원의 공판에 부침
N4915,판결연도,year_1919
N4915,연루사건,e1771
N4915,본적주소,addr_황해도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
황해도,URI,https://www.wikidata.org/wiki/Q698214
N4916,나이,47세(9월 3일생)
N4916,죄명,출판법위반
N4916,주문,경성지방법원의 공판에 부침
N4916,판결연도,year_1919
N4916,연루사건,e1751
N4916,본적주소,addr_경성부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4916,나이,47세(9월 3일생)
N4916,죄명,보안법위반
N4916,주문,경성지방법원의 공판에 부침
N4916,판결연도,year_1919
N4916,연루사건,e1751
N4916,본적주소,addr_경성부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4917,나이,19세(12월 21일생)
N4917,죄명,출판법위반
N4917,주문,경성지방법원의 공판에 부침
N4917,판결연도,year_1919
N4917,연루사건,e1751
N4917,본적주소,addr_전라북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N4917,나이,19세(12월 21일생)
N4917,죄명,보안법위반
N4917,주문,경성지방법원의 공판에 부침
N4917,판결연도,year_1919
N4917,연루사건,e1751
N4917,본적주소,addr_전라북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
전라북도,URI,https://www.wikidata.org/wiki/Q41157
N4918,나이,29세(12월 24일생)
N4918,죄명,출판법위반
N4918,주문,경성지방법원의 공판에 부침
N4918,판결연도,year_1919
N4918,연루사건,e1754
N4918,본적주소,addr_경성부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4918,나이,29세(12월 24일생)
N4918,죄명,보안법위반
N4918,주문,경성지방법원의 공판에 부침
N4918,판결연도,year_1919
N4918,연루사건,e1754
N4918,본적주소,addr_경성부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4919,나이,24세
N4919,죄명,보안법위반
N4919,주문,상고 기각
N4919,판결연도,year_1919
N4919,연루사건,e1790
N4919,본적주소,addr_황해도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
황해도,URI,https://www.wikidata.org/wiki/Q698214
N4919,나이,24세
N4919,죄명,출판법위반
N4919,주문,상고 기각
N4919,판결연도,year_1919
N4919,연루사건,e1790
N4919,본적주소,addr_황해도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
황해도,URI,https://www.wikidata.org/wiki/Q698214
N4920,나이,60세(12월 29일생)
N4920,죄명,출판법위반
N4920,주문,경성지방법원의 공판에 부침
N4920,판결연도,year_1919
N4920,연루사건,e1764
N4920,본적주소,addr_마산부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
마산부,URI,https://www.wikidata.org/wiki/Q495387
N4920,나이,60세(12월 29일생)
N4920,죄명,보안법위반
N4920,주문,경성지방법원의 공판에 부침
N4920,판결연도,year_1919
N4920,연루사건,e1764
N4920,본적주소,addr_마산부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
마산부,URI,https://www.wikidata.org/wiki/Q495387
N4921,나이,24세(1월 2일생)
N4921,죄명,출판법위반
N4921,주문,면소 방면
N4921,판결연도,year_1919
N4921,연루사건,e1756
N4921,본적주소,addr_경상남도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N4921,나이,24세(1월 2일생)
N4921,죄명,보안법위반
N4921,주문,면소 방면
N4921,판결연도,year_1919
N4921,연루사건,e1756
N4921,본적주소,addr_경상남도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경상남도,URI,https://www.wikidata.org/wiki/Q41151
N4922,나이,26세(8월 13일생)
N4922,죄명,출판법위반
N4922,주문,경성지방법원의 공판에 부침
N4922,판결연도,year_1919
N4922,연루사건,e1751
N4922,본적주소,addr_강원도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
강원도,URI,https://www.wikidata.org/wiki/Q41416
N4922,나이,26세(8월 13일생)
N4922,죄명,보안법위반
N4922,주문,경성지방법원의 공판에 부침
N4922,판결연도,year_1919
N4922,연루사건,e1751
N4922,본적주소,addr_강원도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
강원도,URI,https://www.wikidata.org/wiki/Q41416
N4923,나이,25세(1월 5일생)
N4923,죄명,출판법위반
N4923,주문,경성지방법원의 공판에 부침
N4923,판결연도,year_1919
N4923,연루사건,e1754
N4923,본적주소,addr_경성부
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4923,나이,25세(1월 5일생)
N4923,죄명,보안법위반
N4923,주문,경성지방법원의 공판에 부침
N4923,판결연도,year_1919
N4923,연루사건,e1754
N4923,본적주소,addr_경성부
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
경성부,URI,https://www.wikidata.org/wiki/Q483984
N4924,나이,18세(9월 11일생)
N4924,죄명,출판법위반
N4924,주문,경성지방법원의 공판에 부침
N4924,판결연도,year_1919
N4924,연루사건,e1751
N4924,본적주소,addr_함경북도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
함경북도,URI,https://www.wikidata.org/wiki/Q109361
N4924,나이,18세(9월 11일생)
N4924,죄명,보안법위반
N4924,주문,경성지방법원의 공판에 부침
N4924,판결연도,year_1919
N4924,연루사건,e1751
N4924,본적주소,addr_함경북도
보안법위반,URI,https://www.wikidata.org/wiki/Q134499074
함경북도,URI,https://www.wikidata.org/wiki/Q109361
N4925,나이,22세(3월 29일생)
N4925,죄명,출판법위반
N4925,주문,경성지방법원의 공판에 부침
N4925,판결연도,year_1919
N4925,연루사건,e1751
N4925,본적주소,addr_함경남도
출판법위반,URI,https://www.wikidata.org/wiki/Q134434680
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N4925,나이,22세(3월 29일생)
N4925,죄명,보안법위반
N4925,주문,경성지방법원의 공판에 부침
